バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
copula,紫陽花 -AZISAI-,ORIENTAL TECHDANCE,Camellia Vs. Expander,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2777,1302,173,4,FULLCOMBO CLEAR,AAA,2019-08-05 20:52
copula,追想快晴テーマパーク,FUTURE E-POP,PHQUASE,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
copula,量子の海のリントヴルム,エピックプログレ,黒猫ダンジョン,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2806,1314,178,7,FULLCOMBO CLEAR,AAA,2019-05-09 16:47
copula,駅猫のワルツ,にゃんコア,ミニョンヌ鉄道兄弟,8,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,2730,1246,238,13,EX HARD CLEAR,AA,2019-08-20 22:05
copula,麗 ～うらら～,WINTER GLOW,SOUND HOLIC feat. Nana Takahashi,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2561,1237,87,4,FULLCOMBO CLEAR,AAA,2019-09-06 22:02
SINOBUZ,!Viva!,TRIBAL HOUSE,Ryu*,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,#MAGiCVLGiRL_TRVP_B3VTZ,NEON/TWERKCORE,DJ Noriken,3,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,3334,1600,134,6,EX HARD CLEAR,AAA,2019-09-09 21:08
SINOBUZ,(This Is Not) The Angels,BIG BEAT/BREAKBEATS,Hommarju,4,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2640,1279,82,0,FULLCOMBO CLEAR,AAA,2019-06-25 10:47
SINOBUZ,Affection,HARD DANCE,ni-21,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Amazing Mirage,HiTECH FULLON,lapix,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2581,1244,93,1,FULLCOMBO CLEAR,AAA,2019-08-26 21:50
SINOBUZ,Amazing Mirage†,HiTECH FULLON,lapix,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3172,1514,144,22,EX HARD CLEAR,AAA,2019-05-31 17:32
SINOBUZ,AO-∞,DANCE SPEED,青龍,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SINOBUZ,Apocalypse,EPIC D'N'B,Morrigan feat. リリィ,7,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3504,1697,110,0,FULLCOMBO CLEAR,AAA,2019-08-18 18:35
SINOBUZ,Around The Galaxy,UPLIFTING TRANCE,NISH,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EX HARD CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,AsiaN distractive,WORLD,猫叉劇団,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,BabeL ～Grand Story～,SPIRAL STAIRS,Ako Atak,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Be A Star,ALTERNATIVE TECHNO POP,PHQUASE feat.ぁゅ,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Beat Juggling Mix,DJ BATTLE,Hommarju,3,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2092,967,158,5,EX HARD CLEAR,AAA,2019-07-24 19:05
SINOBUZ,Believe in you,HARDCORE RAVE,DJ Shimamura feat. Renna,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Beyond The Seven,TRANCE,Nhato,1,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,2621,1250,121,2,FULLCOMBO CLEAR,AAA,2019-03-27 23:30
SINOBUZ,BREAK OVER,FESTIVAL SOUND,MASAYOSHI IIMORI,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Breakin' Chain,MOOMBAHCORE,REDALiCE feat. MONICO,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,BroGamer,SUPER ULTIMATE HYPER CORE,USAO,0,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SINOBUZ,Caterpillar,HARD TRAP,Eagle,2,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2906,1363,180,9,FULLCOMBO CLEAR,AAA,2019-08-22 19:56
SINOBUZ,crew,ANTHEM,beatnation Records,1,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2840,1374,92,3,FULLCOMBO CLEAR,AAA,2019-06-06 22:27
SINOBUZ,Cyber True Color,DREAM COLLABORATION,kors k vs Sota Fujimori,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,DISAPPEAR feat. koyomin,EMOTIONAL HI-TECH,DJ Genki,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SINOBUZ,DORNWALD ～Junge～,ARCHAIC TALE EP1,DJ TOTTO,2,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3499,1628,243,10,FULLCOMBO CLEAR,AAA,2019-04-30 20:49
SINOBUZ,ECHIDNA,HYBRID BUCHIAGE TRANCE,HuΣeR,12,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3227,1503,221,15,EX HARD CLEAR,AAA,2019-07-31 21:16
SINOBUZ,Egret and Willow,FUTURE BEATS,Dirty Androids,1,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2669,1288,93,2,FULLCOMBO CLEAR,AAA,2019-04-20 22:41
SINOBUZ,elemental bender feat. Kanae Asaba,EDM,MK,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,FUZIN RIZIN,HYPER DIGIMETAL,SOUND HOLIC feat. Nana Takahashi & 709sec.,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3672,1753,166,4,EX HARD CLEAR,AAA,2019-06-07 20:14
SINOBUZ,Go Ahead!!,TRANCE CORE,Ryu☆ Vs. Sota,8,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2534,1193,148,23,EX HARD CLEAR,AAA,2019-09-19 22:00
SINOBUZ,GuNGNiR,REQUIEM PSY,Gram,4,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,12,3778,1740,298,15,EX HARD CLEAR,AAA,2019-03-19 20:14
SINOBUZ,HADES,HARDSTYLE,Massive New Krew,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2908,1356,196,16,EX HARD CLEAR,AAA,2019-06-24 23:23
SINOBUZ,HAPPY★RUSH,HAPPY,P*Light,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SINOBUZ,Honey Trap,HYPER TRAP,Expander,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,INVISIBLE STRIX,NEUROFUNK,L.E.D.,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Lost wing at.0,DRUM'N'BASS,猫叉Master+,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Macuilxochitl,PIANO CONTEMPORARY,TOMOSUKE,3,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,3269,1593,83,0,FULLCOMBO CLEAR,AAA,2019-06-03 16:45
SINOBUZ,Magical,KAWAII FUTURE BASS,Snail's House,1,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1957,947,63,0,FULLCOMBO CLEAR,AAA,2019-02-16 23:19
SINOBUZ,Mare Nectaris,EXPERIMENTAL,神楽,48,7,0,0,0,---,NO PLAY,---,11,2112,999,114,1,EX HARD CLEAR,AAA,12,3652,1664,324,26,EX HARD CLEAR,AA,2019-09-21 23:19
SINOBUZ,Modular Technology,TECHNO,Sota Fujimori,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,2615,1249,117,0,FULLCOMBO CLEAR,AAA,2019-05-10 18:40
SINOBUZ,Music is The Answer,TURBOFUNK,C-Show,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,nostos,NOSTALGIA,Setaria Virtuoso,7,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2546,1206,134,3,FULLCOMBO CLEAR,AAA,2019-08-05 19:48
SINOBUZ,OOO,BUBBLEGUM DANCE,Ryu☆ feat.moimoi,1,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2039,1005,29,0,FULLCOMBO CLEAR,AAA,2019-07-21 13:03
SINOBUZ,OTENAMI Hurricane,POP BREAKCORE,t+pazolite,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3065,1448,169,9,EX HARD CLEAR,AAA,2019-09-19 22:05
SINOBUZ,PAPAYAPA BASS,MONDO-GROOVE BASSHOUSE,かめりあ feat. ななひら,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2748,1335,78,3,FULLCOMBO CLEAR,AAA,2019-07-29 19:21
SINOBUZ,Piano Samurai,BEAT PIANO MUSIC,maras k(marasy+kors k),0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Quakes,HARD BREAK BEATS,dj Hellix,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2998,1386,226,13,EX HARD CLEAR,AAA,2019-05-18 21:30
SINOBUZ,RAIN,TRANCE,dj TAKA,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3167,1517,133,2,FULLCOMBO CLEAR,AAA,2019-08-08 22:26
SINOBUZ,Rave Cannon,SPEED RAVE,kors k,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3200,1513,174,5,EX HARD CLEAR,AAA,2019-02-14 21:44
SINOBUZ,Remedy feat. Kanae Asaba,哀愁EUROBEAT,Y&Co.,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,RISING FIRE HAWK,HARDSTYLE,L.E.D.-G,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2609,1243,123,1,FULLCOMBO CLEAR,AAA,2019-07-25 20:05
SINOBUZ,ROTTERDAM SHOGUN,RDM,ABDI from ジャカルタファンクブラザーズ,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,SAMURAI-Scramble,TECH BREAKBEATS,DJ Mass MAD Izm*,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2296,1082,132,9,EX HARD CLEAR,AAA,2019-09-15 21:35
SINOBUZ,Sarutobi Champion is 拙者,PIECED MAKIBISHI,Project B-,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,SAY BAY,SHINOBI RAVE,P*Light,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,2664,1240,184,8,EX HARD CLEAR,AAA,2019-05-20 16:36
SINOBUZ,SCREAM THE LIFE FEAT.KYONO,ROCK,DJ BAKU,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Seaside Labyrinth,80's SYNTH FUNK,Dirty Androids,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Seize the Day,FUTURE BASS,DJ'TEKINA//SOMETHING feat.yuyoyuppe,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Selfish Sweet,R&B,OSTER project feat. かなたん,1,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1662,789,84,1,FULLCOMBO CLEAR,AAA,2019-03-19 18:44
SINOBUZ,SEQUENCE CAT,TECHNO,SLEDLAKE (SLAKE & L.E.D.),0,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Shoot'Em All,DETROIT TECHNO,Manabu Namiki,1,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,2452,1192,68,0,FULLCOMBO CLEAR,AAA,2019-03-30 22:17
SINOBUZ,shuriken,CHIPTUNE,ヒゲドライバー,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,SINOBUZ Fantasy,CANDY ROCK,Noria,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Sky High,ANTHEM,Cuvelia,5,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3668,1736,196,0,FULLCOMBO CLEAR,AAA,2019-06-10 20:57
SINOBUZ,Snakey Kung-fu,ASIAN CONTEMPORARY,金獅子 vs 麒麟 feat. 獏,5,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3277,1557,163,8,EX HARD CLEAR,AAA,2019-08-22 19:43
SINOBUZ,Steel Edge,DRUM&BASS,Maozon,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,3078,1486,106,1,FULLCOMBO CLEAR,AAA,2019-09-19 22:39
SINOBUZ,Summer,DANCE MUSIC,banvox,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Summerlights(IIDX Edition),HARDCORE RAVE,DJ Noriken,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3000,1433,134,7,EX HARD CLEAR,AAA,2019-04-25 16:42
SINOBUZ,Super Rush,HARDTEK,kors k,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3454,1669,116,2,EX HARD CLEAR,AAA,2019-02-07 23:19
SINOBUZ,Surf on the Light,ELECTRO FUSION,Tomoyuki Uchida,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Sweet Clapper,J-POP,livetune+,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,The Commanders,HARDSTYLE,USAO,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,TOGAKUSHI,HARD TRANCE,SETUP,2,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2531,1203,125,6,EX HARD CLEAR,AAA,2019-07-29 20:26
SINOBUZ,Umbral,UPLIFTING TRANCE,Maozon,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Venom,JUMP UP/HARDCORE,kors k vs L.E.D.-G,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3097,1486,125,3,EX HARD CLEAR,AAA,2019-09-21 22:41
SINOBUZ,Vermilion,HARD HOUSE,Remo-con,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,Warrior,MAINSTREAM HARDCORE,DJ CHUCKY feat. Jonjo,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SINOBUZ,XINOBIKILL,CYBER JAZZSTEP,SOUND HOLIC feat. Nana Takahashi,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,yamabiko (SINOBUZ Edition),夏の夕暮れと、DUBSTEP。,かめりあ,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SINOBUZ,Yellow Sketch(RX-Ver.S.P.L.),ALTERNATIVE ELECTRO,高田雅史,1,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2798,1329,140,0,FULLCOMBO CLEAR,AAA,2019-07-29 20:16
SINOBUZ,〆,HiTECH,lapix,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3586,1719,148,7,FULLCOMBO CLEAR,AAA,2019-04-25 16:50
SINOBUZ,お命ちょうDAI！901娘,演歌ブレイクス,DJ SHARPNEL feat. みらい,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,ちらちら・はらはら,ACEDIA,NU-KO,0,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,イザナミノナゲキ,WORLD/ELECTRONICA,猫叉Master,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,3140,1499,142,4,FULLCOMBO CLEAR,AAA,2019-04-01 19:37
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,ネオスカ電波,ARM×狐夢想 feat. 山本椛,1,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,2290,1083,124,12,EX HARD CLEAR,AAA,2019-02-07 23:26
SINOBUZ,九尾狐夜行,ORIENTAL FUSION,天狐,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2844,1352,140,14,EX HARD CLEAR,AAA,2019-09-15 21:53
SINOBUZ,冬椿 ft. Kanae Asaba,HYPER ENKA POP,Xceon,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,冬椿 ft. Kanae Asaba†,HYPER ENKA POP,Xceon,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,11,2906,1377,152,1,FULLCOMBO CLEAR,AAA,2019-05-10 18:16
SINOBUZ,刃図羅,LAST ARTS,猫叉Master vs HuΣeR,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3264,1533,198,2,EX HARD CLEAR,AAA,2019-06-24 22:31
SINOBUZ,忍恋花,忍歌,黒脛,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,理系ポップ,あべにゅうぷろじぇくと feat. 佐倉紗織 produced by ave;new,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,月雪に舞う華のように,FOREST SNOW,猫叉Master,1,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2062,988,86,2,FULLCOMBO CLEAR,AAA,2019-02-07 22:20
SINOBUZ,次葉 -turn the page-,POP ROCK,小寺可南子,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,津軽雪,MICHINOKU,罠師 VS 安室,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3731,1783,165,4,EX HARD CLEAR,AAA,2019-06-07 20:01
SINOBUZ,炎影,HIP HOP,RoughSkreamZ feat.楽天斎,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2612,1197,218,10,EX HARD CLEAR,AAA,2019-08-14 21:16
SINOBUZ,焔極OVERKILL,HARDCORE,RoughSketch Vs. L.E.D.-G,6,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3489,1627,235,13,EX HARD CLEAR,AAA,2019-06-06 23:25
SINOBUZ,獅子霞麗ノ舞,DRAMATIC WALTZ,HuΣeR,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,禍根,ORBITALIC FUTURE BASS,U1 overground,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SINOBUZ,童話回廊,空想ファンタジーシリーズ,DJ TOTTO,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3004,1419,166,2,FULLCOMBO CLEAR,AAA,2019-05-01 14:51
SINOBUZ,鴉,CROSSBREED,L.E.D.-G,0,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,1001 -ESCAPE-,JAZZ ROCK,SOUND HOLIC feat. Nana Takahashi,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,2 Player,BEAT PIANO MUSIC,maras k/marasy×kors k,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2492,1196,100,0,FULLCOMBO CLEAR,AAA,2019-07-25 19:45
CANNON BALLERS,255,HYPER SPEED RAVE,255,13,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3211,1563,85,5,EX HARD CLEAR,AAA,2019-08-23 21:55
CANNON BALLERS,AA -rebuild-,RENAISSANCE,D.J.Amuro,2,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3469,1658,153,2,FULLCOMBO CLEAR,AAA,2019-05-29 19:14
CANNON BALLERS,Abraxas,DUBSTEP,SYUNN,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,ACCELERATE,SYNTH-TECH,Sota Fujimori,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Acidiva 303,HARD DANCE,ni-21,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Alpheratz,PIANO TRANCE,Xceon,1,2,0,0,0,---,ASSIST CLEAR,---,5,0,0,0,---,NO PLAY,---,9,2065,1017,31,1,FULLCOMBO CLEAR,AAA,2019-03-13 22:55
CANNON BALLERS,Amor De Verao,熱帯 THE BASS,かめりあ feat. ななひら,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,ANAGMA,PSY TECH DANCE,C-Show,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,ANCHOR,STYLISH CROSSOVER,BEMANI Sound Team "HuΣeR Vs. SYUNN",2,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3454,1647,160,10,FULLCOMBO CLEAR,AAA,2019-06-24 23:26
CANNON BALLERS,Antigravity,HARDCORE DANCE SPEED,t+pazolite,2,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2878,1333,212,23,EX HARD CLEAR,AAA,2019-09-21 22:35
CANNON BALLERS,Arca,GENESIS,BEMANI Sound Team "Akhuta Works",10,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3114,1514,86,0,FULLCOMBO CLEAR,AAA,2019-09-22 20:08
CANNON BALLERS,Around the Future,CYBERCORE,Maozon vs. C-Show,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Back Spin Sweeper,WAGON WHEEL TRANCE,DJ TOTTO,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
