バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
SPADA,THE DETONATOR,NU STYLE GABBA,teranoid VS L.E.D.-G,0,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Unicorn tail,BREAKBEATS TRANCE,DJ YOSHITAKA,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,3058,1473,112,4,EX HARD CLEAR,AAA,2019-02-14 22:36
SPADA,Valgus,MAINSTREAM HARDCORE,DJ Myosuke feat.Yukacco,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Verflucht,HARD NRG,Tyrfing,7,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3392,1611,170,1,FULLCOMBO CLEAR,AAA,2019-08-12 21:55
SPADA,Verflucht†LEGGENDARIA,HARD NRG,Tyrfing,16,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,4432,2090,252,10,EX HARD CLEAR,AAA,2019-09-06 22:49
SPADA,VOX UP,ROTTERDAM TECHNO,sampling masters MEGA vs 青龍,2,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,12,3454,1629,196,17,EX HARD CLEAR,AAA,2019-05-13 22:32
SPADA,Wonder Girl feat. Kanae Asaba,EUROBEAT,Y&Co.,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,お願いアインシュタイン,CYBER SYMPHONIC POP,中山真斗 feat.桜川めぐ,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,アルストロメリア,BLOOM FUSION,TAG,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,デッドボヲルdeホームラン,ELECTRIC MANOUSH SWING,猫叉Masterβ2,0,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,バンブーソード・ガール,J-SPEEDMETAL,cosMo＠暴走P,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2368,1117,134,2,FULLCOMBO CLEAR,AAA,2019-02-16 23:14
SPADA,幻想系世界修復少女,J-POP,Last Note.,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,廿,新世紀進歩的羽扇子音楽,DJ TECHNORCH,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2355,1142,71,1,FULLCOMBO CLEAR,AAA,2018-11-08 23:57
SPADA,廿†,新世紀進歩的羽扇子音楽,DJ TECHNORCH,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3162,1455,252,12,EX HARD CLEAR,AAA,2019-05-31 17:44
SPADA,旋律のドグマ～Miserables～,JUVENILE DRUM & BASS,楓璃夢＝ジークフリード＝ファイエルローゼン,2,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3828,1834,160,2,FULLCOMBO CLEAR,AAA,2019-06-26 13:27
SPADA,海神,HYDRO CORE,兎々,1,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,3072,1461,150,7,EX HARD CLEAR,AAA,2019-02-14 23:23
SPADA,煉獄のエルフェリア,HARD SYMPHONIC,猫叉Master+,2,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3711,1738,235,8,EX HARD CLEAR,AAA,2019-09-21 22:56
SPADA,牧神笛吹きて,ZODIAC ORACLE X,楽士ゾディアック,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2017,976,65,1,FULLCOMBO CLEAR,AAA,2019-06-10 21:10
SPADA,疾風迅雷,ORIENTAL CORE,KUMOKIRI,2,6,0,0,0,---,NO PLAY,---,10,2061,993,75,1,NO PLAY,AAA,12,2824,1354,116,7,EX HARD CLEAR,AAA,2019-09-19 22:48
SPADA,疾風迅雷†LEGGENDARIA,ORIENTAL CORE,KUMOKIRI,5,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3287,1517,253,16,EX HARD CLEAR,AAA,2019-08-12 22:04
SPADA,罪と罰,HYPER J-POP,Xceon feat. Mayumi Morinaga,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,超!!遠距離らぶメ～ル,乙女EDM,ななひら,3,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2627,1278,71,0,FULLCOMBO CLEAR,AAA,2019-07-29 19:14
SPADA,轟け！恋のビーンボール！！,ベースボールヒロイン,ダイナミック野球兄弟 v.s. クロスファイヤーPrim,12,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3450,1634,182,4,FULLCOMBO CLEAR,AAA,2019-09-06 22:46
PENDUAL,#The_Relentless,DUBCORE,DJ Noriken,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,AFRO KNUCKLE,AFRO-SAMBA,猫叉Master+,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Amnolys,ART CORE,onoken,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Beat Radiance,NEO CLASSICAL DANCE,iNO,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Beat Radiance†,NEO CLASSICAL DANCE,iNO,0,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Beyond The Earth,WORLD/ELECTRONICA,猫叉Master,1,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,3129,1490,149,3,FULLCOMBO CLEAR,AAA,2019-08-23 21:02
PENDUAL,Blaze it UP!,HARDCORE RAVE,DJ Shimamura,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,BLUE MIRAGE,NU STYLE GABBA,DJ CHUCKY,17,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2918,1341,236,10,EX HARD CLEAR,AAA,2019-05-10 17:32
PENDUAL,Broken Sword,DUAL ANTIQUE,金獅子 VS 麒麟,7,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3673,1792,89,2,FULLCOMBO CLEAR,AAA,2018-12-15 23:23
PENDUAL,Chain of pain,FULL ON,kors k VS 猫叉Master+,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,chrono diver -fragment-,HEALING DRUM'N'BASS,猫叉Master feat.三澤 秋,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,chrono diver -fragment-†,HEALING DRUM'N'BASS,猫叉Master feat.三澤 秋,0,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,CHRONO DIVER -NORNIR-,CYBER DRUM & BASS,L.E.D.,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,CHRONO DIVER -NORNIR-†,CYBER DRUM & BASS,L.E.D.,2,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,4248,2034,180,8,EX HARD CLEAR,AAA,2019-06-11 20:25
PENDUAL,Chrono Diver -PENDULUMs-,CHRONO BREAKS,猫叉L.E.D.Master+,15,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,12,4192,2005,182,9,EX HARD CLEAR,AAA,2019-08-20 22:07
PENDUAL,Chronos,PROGRESSIVE,TAG,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,cinder,MAELSTROM,PHQUASE,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3074,1478,118,1,FULLCOMBO CLEAR,AAA,2019-09-19 22:32
PENDUAL,COLOSSEUM,LOST GROUND,劇団レコード,1,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,2206,1051,104,2,FULLCOMBO CLEAR,AAA,2019-05-12 21:40
PENDUAL,Cosmic Cat,FUTURE BASS,8bit Moonside,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Cosmic Cat†,FUTURE BASS,8bit Moonside,0,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Despair of ELFERIA,HARD IRISH SYMPHONIC,猫叉Master,6,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3976,1913,150,5,EX HARD CLEAR,AAA,2019-06-11 20:02
PENDUAL,Discloze,Hi-TECH PSYTRANCE,lapix,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,EBONY & IVORY,RAGTIME CHIPTUNE,OSTER project,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2857,1349,159,3,FULLCOMBO CLEAR,AAA,2019-08-05 19:38
PENDUAL,EBONY & IVORY†,RAGTIME CHIPTUNE,OSTER project,2,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3409,1584,241,23,EX HARD CLEAR,AAA,2019-06-07 21:09
PENDUAL,entelecheia,SACRED TRANCE,Rche,3,6,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,3173,1524,125,1,FULLCOMBO CLEAR,AAA,2019-08-20 22:14
PENDUAL,Erosion Mark,FALLIN APART CORE,kors k REASM Des-ROW,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,fallen leaves -IIDX edition-,WORLD/ELECTRONICA,猫叉Master,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3252,1538,176,12,EX HARD CLEAR,AAA,2019-04-26 13:51
PENDUAL,FANTASTIC THREE,DUB COMEDY,ジャカルタファンクブラザーズ,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3119,1483,153,5,EX HARD CLEAR,AAA,2019-09-19 22:28
PENDUAL,Flashes,DRUM'N'BASS,Dollscythe,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3162,1492,178,9,EX HARD CLEAR,AAA,2019-09-21 23:18
PENDUAL,Gravigazer,PROGRESSIVE SCHRANZ,DJ TOTTO,1,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2866,1355,156,6,EX HARD CLEAR,AAA,2019-09-07 22:07
PENDUAL,GUILTY,TECHNO,D.J.SETUP,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,HELL SCAPER -Last Escape Remix-,GABBAH,Remixed by DJ TECHNORCH fw.GUHROOVY,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
PENDUAL,Hello Happiness,HAPPY HARDCORE,P*Light feat. mow*2,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,illuminate,SYNTHETIC EDM,Sota Fujimori,0,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,IMPLANTATION,GOA TRANCE,TOMOSUKE,4,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2194,1044,106,4,FULLCOMBO CLEAR,AAA,2019-03-30 22:40
PENDUAL,In The Breeze,HYBRID,96 & Sota ft. Mayumi Morinaga,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Invitation from Mr.C,HOLIC,C-Show,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2550,1172,206,10,EX HARD CLEAR,AAA,2019-08-14 20:51
PENDUAL,IXION,PSYCHEDELIC TRANCE,L.E.D.,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Line 4 Ruin,ELECTRO TECH,Ryu☆,2,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2742,1341,60,0,FULLCOMBO CLEAR,AAA,2019-09-05 22:38
PENDUAL,m1dy Festival,TOKYO STYLE SPEEDCORE,m1dy,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Monopole.,ARTCORE ROCK,cosMo＠暴走P,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,12,3185,1488,209,9,EX HARD CLEAR,AAA,2019-05-13 22:22
PENDUAL,NEO GENERATOR SEVEN,MAINSTREAM HARDCORE,L.E.D.-G,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3176,1508,160,5,EX HARD CLEAR,AAA,2019-09-19 22:23
PENDUAL,Night sky,PUMPCORE,USAO,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2745,1282,181,7,FULLCOMBO CLEAR,AAA,2019-08-26 22:21
PENDUAL,No Tears,HARD EDM,RoughSketch feat.Aikapin,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,On My Wings(Hardstyle IIDX),HARDSTYLE,kors k,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,PENDUAL TALISMAN,SYSTEM BGM,猫叉L.E.D.Master,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
PENDUAL,Rave Saves You feat. Cardz (Exclusive IIDX Mix),HARD DANCE,REMO-CON,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Rave*it!! Rave*it!!,EDM SPEED,機龍,1,6,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,NO PLAY,---,12,3160,1520,120,14,EX HARD CLEAR,AAA,2019-03-30 19:54
PENDUAL,Realize Maze,SOLITUDE,movies (moimoi×Xceon×Dai.),5,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2945,1444,57,0,FULLCOMBO CLEAR,AAA,2019-09-05 19:35
PENDUAL,Reflux,TRANCESTEP,Eagle,3,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2886,1360,166,24,EX HARD CLEAR,AAA,2019-06-07 19:40
PENDUAL,Sakura Mirage,CHIPCORE,Ryu☆,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
PENDUAL,SAMSARA,DIMENSION WAVE,SOUND HOLIC feat. Nana Takahashi,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Say YEEEAHH,EDM,kors k,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3117,1472,173,3,FULLCOMBO CLEAR,AAA,2019-05-20 16:34
PENDUAL,Scarlet Moon,J-CORE,REDALiCE feat. Ayumi Nomiya,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Scars of FAUNA,WORLD/ELECTRONICA,猫叉Master,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2802,1339,124,5,EX HARD CLEAR,AAA,2019-08-26 22:09
PENDUAL,Shooting Fireball,MUSIC GAME TRADITIONAL,dj TAKA,3,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3767,1802,163,3,FULLCOMBO CLEAR,AAA,2019-05-21 23:00
PENDUAL,Sounds Of Summer,UK HARDCORE,Hommarju,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2895,1400,95,3,FULLCOMBO CLEAR,AAA,2019-09-15 21:44
PENDUAL,SpaceLand☆TOYBOX,RAGTIME FUTURE POP,OSTER project,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,2844,1355,134,1,FULLCOMBO CLEAR,AAA,2019-06-24 23:04
PENDUAL,Sweet Radar,ELECTRO POP,DJ Genki feat. Yukacco,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,Symmetry,EPIC ELECTRONICA,猫叉Master,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3099,1449,201,4,FULLCOMBO CLEAR,AAA,2019-09-05 19:38
PENDUAL,TA・DA ☆ YO・SHI,EUROBEAT,Y&Co.,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
PENDUAL,The Least 100sec,PROGRESSIVE,Sasaki Hirofumi,4,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2847,1349,149,2,FULLCOMBO CLEAR,AAA,2019-09-06 23:09
PENDUAL,TIEFSEE,DEEP SPECTRUM,SOUND HOLIC Vs. dj TAKA feat. YURiCa,4,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3397,1654,89,2,FULLCOMBO CLEAR,AAA,2019-05-23 16:39
PENDUAL,TOXIC VIBRATION,MELODIC SPEED METAL,SOUND HOLIC Vs. T.Kakuta feat. YURiCa,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3607,1698,211,9,FULLCOMBO CLEAR,AAA,2019-04-28 23:33
PENDUAL,Vulkan,GYPSYCORE,Hommarju,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2933,1417,99,0,FULLCOMBO CLEAR,AAA,2019-06-07 20:19
PENDUAL,We're so Happy (P*Light Remix) IIDX ver.,HAPPY HARDCORE,Remixed by P*Light,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3554,1688,178,6,EX HARD CLEAR,AAA,2019-06-12 18:48
PENDUAL,ZZ,INTELLIGENCE,D.J.Amuro,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,2941,1404,133,0,FULLCOMBO CLEAR,AAA,2019-08-14 20:54
PENDUAL,それは花火のような恋,Hi-歌謡コア,夏色バーニングラブ☆Prim,8,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,12,3765,1808,149,3,FULLCOMBO CLEAR,AAA,2019-09-09 21:02
PENDUAL,とろぴかる倶楽部,TROPICAL,HALFBY,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,ぷろぐれっしぶ電波,ARM(IOSYS) feat. 山本椛,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,もっと！モット！ときめき feat. 松下,きらめきコア,シャイニング度胸兄弟,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,ドッキン☆サマーあばんちゅーる,ドタバタ☆夏休み,L.E.D.-G + Qrispy Joybox + ARM feat. ななひら,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2812,1368,76,1,EX HARD CLEAR,AAA,2019-08-23 21:31
PENDUAL,パ→ピ→プ→Yeah!,電波ソング,ヒゲドライバー join. shully & Nimo,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2477,1199,79,0,FULLCOMBO CLEAR,AAA,2019-07-05 21:29
PENDUAL,ベィスドロップ・フリークス,A-STYLE DRUMSTEP,かめりあ feat. ななひら,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,リリーゼと炎龍レーヴァテイン,OLDSTYLE GAMEMUSIC,黒猫ダンジョン,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3332,1589,154,7,EX HARD CLEAR,AAA,2019-09-06 22:05
PENDUAL,共鳴遊戯の華,ASTRAL DRUM & BASS,アイテール魔導士隊,2,7,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3704,1742,220,14,EX HARD CLEAR,AAA,2019-06-06 22:41
PENDUAL,十六夜セツナ,HYPER J-POP,Xceon feat.Mayumi Morinaga,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,千年ノ理,WORLD/ELECTRONICA,猫叉Master,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3113,1510,93,0,FULLCOMBO CLEAR,AAA,2019-04-26 13:19
PENDUAL,取り残された美術(Arranged:HiZuMi),HYPER J-POP,幽閉サテライト feat. senya,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2186,1077,32,2,FULLCOMBO CLEAR,AAA,2019-05-22 22:54
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,HAPPY SUMMER CORE,猫叉王子 feat.L.E.D.-G,2,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2959,1393,173,12,EX HARD CLEAR,AAA,2019-07-29 19:45
PENDUAL,妖隠し -あやかしかくし-,DRUM'N'WALTZ,DJ TOTTO feat.3L,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,少年は空を辿る,ムラクモ,Power Of Nature,13,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3203,1491,221,2,FULLCOMBO CLEAR,AAA,2019-09-22 20:55
PENDUAL,恋は白帯、サンシロー,KANA-POP,星野奏子,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,恋は白帯、サンシロー†,KANA-POP,星野奏子,0,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
PENDUAL,打打打打打打打打打打,JAPANESE TRADITIONAL,ヒゲドライバー join. SELEN,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,時空トラベローグ,TIME TRIP JAZZ,SWING HOLIC feat. A～YA,5,6,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,2613,1238,137,2,EX HARD CLEAR,AAA,2019-09-06 22:54
PENDUAL,白露の風,想歌 風,Qrispy Joybox feat. 常盤ゆう,0,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
PENDUAL,紅牡丹,J-CORE,DJ NAGAI feat. a☆ru,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,2730,1289,152,1,FULLCOMBO CLEAR,AAA,2019-08-14 20:57
PENDUAL,表裏一体！？怪盗いいんちょの悩み,Hi-FUNK BREAKS,◇◆噂の怪盗少女 ぷらずま★彡Prim◇◆,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3448,1649,150,4,FULLCOMBO CLEAR,AAA,2019-02-16 23:01
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,PIECED EUPHORIA,Project B-,2,6,0,0,0,---,NO PLAY,---,9,2027,1001,25,4,EX HARD CLEAR,AAA,11,2682,1333,16,1,FULLCOMBO CLEAR,AAA,2019-03-30 22:20
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲†,PIECED EUPHORIA,Project B-,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3935,1895,145,37,EX HARD CLEAR,AAA,2019-04-01 20:29
PENDUAL,鬼天,ASURA TEK CORE,兎々,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
